"Nombre restaurante","Rating","Cantidad reviews","Dirección","Teléfono","Sitio web","Categoría","Google Maps URL","Latitud","Longitud","Comuna","Región","País","Fuente","Fecha extracción","Calidad dato","Es restaurante válido","Instagram URL","Instagram Usuario","Facebook URL","TikTok URL","Tiene Redes","Calidad Redes","Está en Uber Eats","URL Uber Eats","Confianza Uber Eats","Está en PedidosYa","URL PedidosYa","Confianza PedidosYa","Está en Rappi","URL Rappi","Confianza Rappi","Observaciones"
"Bali Hai Chile","4.3","14","Av. Cristóbal Colón 5146, 7580214 Las Condes, Región Metropolitana","(2) 3375 9696","https://www.balihai.cl/","Restaurante polinesio","https://www.google.com/maps/place/Bali+Hai+Chile/data=!4m7!3m6!1s0x9662cee3b7afead9:0x5b5b5dfaec2585db!8m2!3d-33.4184462!4d-70.5716536!16s%2Fg%2F1hjgt49yn!19sChIJ2eqvt-POYpYR24Ul7PpdW1s?authuser=0&hl=es-419&rclk=1","-33.4184462","-70.5716536","Las Condes","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","",""
"Almuerzo las condes","4.8","84","García Pica 6784, 7560260 Las Condes, Región Metropolitana","9 6231 8141","","Restaurante","https://www.google.com/maps/place/Almuerzo+las+condes/data=!4m7!3m6!1s0x9662cfcfd3976653:0x8e38586ff678a61e!8m2!3d-33.3995587!4d-70.5622255!16s%2Fg%2F11h01flnvq!19sChIJU2aX08_PYpYRHqZ49m9YOI4?authuser=0&hl=es-419&rclk=1","-33.3995587","-70.5622255","Las Condes","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Parcial","Sí","","","","","","","","","","","","","","","",""
"Trattoria Rita Parque Arauco","4.6","27","Av. Pdte. Kennedy 5413, Local 369, 7550000 Las Condes, Región Metropolitana","(2) 2656 7014","http://www.rita.cl/","Restaurante italiano","https://www.google.com/maps/place/Trattoria+Rita+Parque+Arauco/data=!4m7!3m6!1s0x9662cf385855f3b5:0x725ed6a2b990a40a!8m2!3d-33.4020735!4d-70.5786617!16s%2Fg%2F11mhj__345!19sChIJtfNVWDjPYpYRCqSQuaLWXnI?authuser=0&hl=es-419&rclk=1","-33.4020735","-70.5786617","Las Condes","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","",""
"Restorant el Castillo","4.5","509","Av. Apoquindo 7092, 7571726 Las Condes, Región Metropolitana","9 5036 3284","https://instagram.com/el.castillo.restaurante?igshid=YWJhMjlhZTc=","Restaurante","https://www.google.com/maps/place/Restorant+el+Castillo/data=!4m7!3m6!1s0x9662cec1f1885d91:0xa5a6f52ad52d8dab!8m2!3d-33.407713!4d-70.5556445!16s%2Fg%2F1tv25bnz!19sChIJkV2I8cHOYpYRq40t1Sr1pqU?authuser=0&hl=es-419&rclk=1","-33.407713","-70.5556445","Las Condes","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","",""
"Koychi Korean Street Food","4.8","46","Av. Pdte. Kennedy 5413, 7550000 Las Condes, Región Metropolitana","9 9393 3419","https://www.koychi.cl/","Restaurante coreano","https://www.google.com/maps/place/Koychi+Korean+Street+Food/data=!4m7!3m6!1s0x9662cfaa23f923f3:0xaaf956e9dce8757a!8m2!3d-33.402211!4d-70.5769511!16s%2Fg%2F11vkggpt__!19sChIJ8yP5I6rPYpYRenXo3OlW-ao?authuser=0&hl=es-419&rclk=1","-33.402211","-70.5769511","Las Condes","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","",""
"Don Carlos","4.5","68","Isidora Goyenechea 2895, 7550101 Las Condes, Región Metropolitana","9 4850 0864","https://www.doncarloscarneyvino.cl/","Restaurante","https://www.google.com/maps/place/Don+Carlos/data=!4m7!3m6!1s0x9662cf41a61379ad:0xeb84305be2c0d72e!8m2!3d-33.414149!4d-70.601774!16s%2Fg%2F1tdw027v!19sChIJrXkTpkHPYpYRLtfA4lswhOs?authuser=0&hl=es-419&rclk=1","-33.414149","-70.601774","Las Condes","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","",""
"Route 66","4.5","19","Isidora Goyenechea 2960, 7550059 Las Condes, Región Metropolitana","(2) 3266 9954","http://www.route66.cl/","Restaurante","https://www.google.com/maps/place/Route+66/@-33.4139825,-70.5999351,17z/data=!3m1!4b1!4m6!3m5!1s0x9662cf405ad73ffb:0xee029d663f1a73e7!8m2!3d-33.4139825!4d-70.5999351!16s%2Fg%2F11dymmkn9y?authuser=0&hl=es-419&entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D","-33.4139825","-70.5999351","Las Condes","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","",""
"Chilenazo Las Condes","4.1","88","Av. Apoquindo 6226, 7561215 Las Condes, Región Metropolitana","(2) 2201 7162","https://www.chilenazorestaurant.cl/Locales/las-condes/","Restaurante","https://www.google.com/maps/place/Chilenazo+Las+Condes/data=!4m7!3m6!1s0x9662ceddb1a2b61f:0x2405a15bc5dbaf28!8m2!3d-33.4082051!4d-70.5663157!16s%2Fg%2F1td4frpk!19sChIJH7aisd3OYpYRKK_bxVuhBSQ?authuser=0&hl=es-419&rclk=1","-33.4082051","-70.5663157","Las Condes","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","",""
"La Flaca, Cocinería Chilena","4.5","19","Av. Apoquindo 2730, Las Condes, Región Metropolitana","(2) 2437 6668","https://laflaca.cl/","Restaurante","https://www.google.com/maps/place/La+Flaca,+Cociner%C3%ADa+Chilena/data=!4m7!3m6!1s0x9662c53939e3eebb:0xdc2e7676299d3b56!8m2!3d-33.4177122!4d-70.6013629!16s%2Fg%2F11c3tj92p4!19sChIJu-7jOTnFYpYRVjudKXZ2Ltw?authuser=0&hl=es-419&rclk=1","-33.4177122","-70.6013629","Las Condes","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","",""
"Happening","4.5","05","Av. Apoquindo 3090, 7550312 Las Condes, Región Metropolitana","(2) 2362 1092","http://www.happening.cl/","Restaurante","https://www.google.com/maps/place/Happening/@-33.416711,-70.5976522,17z/data=!3m1!4b1!4m6!3m5!1s0x9662cf154a3d39f5:0x1037462ca6ea9cf5!8m2!3d-33.416711!4d-70.5976522!16s%2Fg%2F1ts_7tfh?authuser=0&hl=es-419&entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D","-33.416711","-70.5976522","Las Condes","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","",""
"Bar La Virgen Las Condes","4.3","638","Pdte. Riesco 5330, LOCAL 104, 7560996 Las Condes, Región Metropolitana","9 3413 2333","http://www.barlavirgen.cl/","Bar restaurante","https://www.google.com/maps/place/Bar+La+Virgen+Las+Condes/data=!4m7!3m6!1s0x9662cf4a91aa2abd:0x7aa8a518252c227c!8m2!3d-33.4035449!4d-70.5749535!16s%2Fg%2F11rq41fdk4!19sChIJvSqqkUrPYpYRfCIsJRilqHo?authuser=0&hl=es-419&rclk=1","-33.4035449","-70.5749535","Las Condes","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","",""
"Aligot restaurant","4.5","25","Isidora Goyenechea 2890, 7550033 Las Condes, Región Metropolitana","(41) 324 8475","https://toto.menu/aligot?s=googlemaps","Restaurante","https://www.google.com/maps/place/Aligot+restaurant/data=!4m7!3m6!1s0x9662cfac435bdaad:0x7ed19e2ff27dfbdf!8m2!3d-33.413808!4d-70.6019947!16s%2Fg%2F11h3swvrz_!19sChIJrdpbQ6zPYpYR3_t98i-e0X4?authuser=0&hl=es-419&rclk=1","-33.413808","-70.6019947","Las Condes","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","",""
"Estró Santiago","4.6","528","El Alcalde 15, 7550655 Las Condes, Región Metropolitana","(2) 2470 8585","http://www.instagram.com/estrosantiago","Restaurante","https://www.google.com/maps/place/Estr%C3%B3+Santiago/data=!4m7!3m6!1s0x9662cf157bee637f:0x73257e215251e871!8m2!3d-33.4158983!4d-70.5952355!16s%2Fg%2F11c542nyfq!19sChIJf2PuexXPYpYRcehRUiF-JXM?authuser=0&hl=es-419&rclk=1","-33.4158983","-70.5952355","Las Condes","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","",""
"Olivia Trattoria","4.3","312","O'connell 165, Piso -1, 7560811 Las Condes, Región Metropolitana","9 9569 7805","","Restaurante italiano","https://www.google.com/maps/place/Olivia+Trattoria/@-33.4072818,-70.5685356,17z/data=!3m1!4b1!4m6!3m5!1s0x9662cfffd614f85b:0x4207972b4cd99e5c!8m2!3d-33.4072818!4d-70.5685356!16s%2Fg%2F11vq56ch5q?authuser=0&hl=es-419&entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D","-33.4072818","-70.5685356","Las Condes","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Parcial","Sí","","","","","","","","","","","","","","","",""
"Nolita Isidora Goyenechea","4.5","47","Isidora Goyenechea 3456, 7550071 Las Condes, Región Metropolitana","(2) 3339 9594","http://www.nolita.cl/","Restaurante italiano","https://www.google.com/maps/place/Nolita+Isidora+Goyenechea/@-33.41413,-70.5944794,17z/data=!3m1!4b1!4m6!3m5!1s0x9662cf3e34280745:0x7a28025c17c68eac!8m2!3d-33.41413!4d-70.5944794!16s%2Fg%2F1tfdfnys?authuser=0&hl=es-419&entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D","-33.41413","-70.5944794","Las Condes","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","",""
"Restoran Le Due Torri","4.6","95","Isidora Goyenechea 2908, 7550033 Las Condes, Región Metropolitana","(2) 2231 3427","https://leduetorri.cl/","Restaurante italiano","https://www.google.com/maps/place/Restoran+Le+Due+Torri/@-33.4138015,-70.6015633,17z/data=!3m1!4b1!4m6!3m5!1s0x9662cf41ac1b626b:0x70265a35a024ff75!8m2!3d-33.4138015!4d-70.6015633!16s%2Fg%2F1th5knqk?authuser=0&hl=es-419&entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D","-33.4138015","-70.6015633","Las Condes","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","",""
"IL Pazzo","4.7","352","Alonso de Córdova 5320, 7550000 Las Condes, Región Metropolitana","9 3030 5510","http://www.ilpazzo.cl/","Restaurante","https://www.google.com/maps/place/IL+Pazzo/@-33.406343,-70.5742281,17z/data=!3m1!4b1!4m6!3m5!1s0x9662cf9e39fec851:0x76495c6d5c926973!8m2!3d-33.406343!4d-70.5742281!16s%2Fg%2F11m_nwrtnq?authuser=0&hl=es-419&entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D","-33.406343","-70.5742281","Las Condes","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","",""
"Amandine Bistró","4.5","385","Enrique Foster Norte 30, 7550000 Las Condes, Región Metropolitana","(2) 2892 1250","http://www.amandinebistro.com/","Restaurante","https://www.google.com/maps/place/Amandine+Bistr%C3%B3/@-33.415821,-70.5944762,17z/data=!3m1!4b1!4m6!3m5!1s0x9662cf9bae04e409:0xeee3d708d13e6b6d!8m2!3d-33.415821!4d-70.5944762!16s%2Fg%2F11h10tzd0r?authuser=0&hl=es-419&entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D","-33.415821","-70.5944762","Las Condes","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","",""
"Almuerzos Nutrify Chile ®️","5.0","47","Av. Las Condes 9889, 7591076 Las Condes, Región Metropolitana","9 4271 7626","http://www.nutrifychile.cl/","Restaurante occidental","https://www.google.com/maps/place/Almuerzos+Nutrify+Chile+%C2%AE%EF%B8%8F/@-33.3863604,-70.537614,17z/data=!3m1!4b1!4m6!3m5!1s0x9662cfee49d8ecad:0xf80fd5f61e3c0b45!8m2!3d-33.3863604!4d-70.537614!16s%2Fg%2F11r_k5s2sq?authuser=0&hl=es-419&entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D","-33.3863604","-70.537614","Las Condes","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","",""
"Oporto Salvaje","4.4","62","Isidora Goyenechea 3477, L. 101, 7550106 Las Condes, Región Metropolitana","9 9512 0075","https://www.oporto.cl/","Restaurante","https://www.google.com/maps/place/Oporto+Salvaje/@-33.414451,-70.5940387,17z/data=!3m1!4b1!4m6!3m5!1s0x9662cf3e3aee6879:0x8d84a7ac8f46ac9e!8m2!3d-33.414451!4d-70.5940387!16s%2Fg%2F11bzs4kq8x?authuser=0&hl=es-419&entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D","-33.414451","-70.5940387","Las Condes","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","",""
